# for file format info please take a look at /input/others/txt_file_description.txt

general:
# duration   delta_t     write_freq   cutoff_radius  parallel_strategy  output_baseName
25            0.0005       500           3                 0                 output

particles:
# origin             velocity         mass    type     old_force
187.401 23.2866 0     -0.625967 -0.503703 0     1     0     5.2365 89.7314 0     
187.978 24.228 0     -1.36825 0.734453 0     1     0     -50.9129 47.5615 0     
188.519 25.1898 0     0.265771 0.461996 0     1     0     -13.3912 15.7258 0     
187.454 25.1795 0     -0.141381 1.00712 0     1     0     -22.5284 41.1004 0     
187.991 26.1554 0     1.1738 0.770215 0     1     0     76.7551 -49.7263 0     
187.48 27.0897 0     0.279384 0.870871 0     1     0     77.0889 42.2236 0     
186.975 28.0422 0     -0.499509 -0.454615 0     1     0     41.6436 22.7418 0     
187.552 29.0084 0     0.778056 1.54139 0     1     0     -13.5218 -4.20102 0     
188.123 29.9758 0     0.353694 0.459016 0     1     0     -9.9541 38.1658 0     
188.713 30.9585 0     -0.671281 -1.96731 0     1     0     -60.2314 -46.7243 0     
187.6 30.9742 0     -0.787609 0.687507 0     1     0     68.3082 -40.8178 0     
187.098 31.9728 0     -1.64896 0.723772 0     1     0     3.08944 -42.8658 0     
187.165 33.902 0     1.0083 0.240861 0     1     0     -73.6975 -9.7831 0     
186.556 34.8975 0     -0.744007 -1.18737 0     1     0     52.5293 -24.7736 0     
185.98 35.8783 0     1.63195 0.604756 0     1     0     -3.13131 17.5183 0     
186.509 36.9169 0     1.3426 0.255076 0     1     0     -2.15854 -36.6371 0     
185.879 37.8649 0     0.40455 1.67737 0     1     0     35.9691 6.64589 0     
186.468 38.983 0     0.779146 -1.02571 0     1     0     -3.78495 -1.9183 0     
185.972 40.1652 0     -0.441756 1.05342 0     1     0     -73.4736 -8.54104 0     
186.75 41.1234 0     1.317 -0.477533 0     1     0     -0.266123 30.0542 0     
188.91 0.965677 0     0.779868 -1.53541 0     1     0     -70.5753 79.5642 0     
187.84 0.972274 0     0.506449 -0.706239 0     1     0     44.1781 32.3833 0     
188.366 1.83887 0     0.210631 -0.274537 0     1     0     63.9756 -71.6494 0     
187.847 2.70168 0     -0.87665 -0.164441 0     1     0     -1.16639 41.2527 0     
187.326 3.58225 0     -0.0991155 -0.527147 0     1     0     -24.5704 1.52934 0     
187.849 4.45218 0     -0.978392 1.48819 0     1     0     -99.514 -4.58016 0     
188.359 5.32042 0     0.699206 -0.287842 0     1     0     53.7709 -25.2431 0     
188.903 6.17843 0     0.317561 0.285023 0     1     0     32.5667 17.7635 0     
187.851 6.19367 0     0.0960055 0.21199 0     1     0     -6.66094 29.7788 0     
187.333 7.06747 0     -0.00865476 -0.293447 0     1     0     1.43525 -15.6689 0     
187.873 7.94581 0     -0.152677 -0.539168 0     1     0     -106.102 -121.247 0     
187.344 8.81122 0     0.611045 -0.667027 0     1     0     -116.686 32.4022 0     
187.878 9.68922 0     0.389902 0.33276 0     1     0     -153.048 87.6918 0     
187.334 10.5835 0     -0.116302 -0.682518 0     1     0     -20.9841 34.8239 0     
187.831 11.5029 0     -0.405039 0.086945 0     1     0     13.7171 -180.555 0     
188.358 12.3638 0     -0.953365 0.537652 0     1     0     16.151 65.4128 0     
187.827 13.2672 0     0.717607 -0.223162 0     1     0     47.3612 -41.0626 0     
188.364 14.1443 0     1.21309 0.1536 0     1     0     -11.1835 26.2389 0     
187.84 15.0517 0     -0.208481 -0.598367 0     1     0     64.0664 -72.7013 0     
189.411 14.1255 0     0.585975 0.21376 0     1     0     83.6954 10.0319 0     
189.962 15.0204 0     0.580846 1.12549 0     1     0     -95.8728 23.2252 0     
189.432 15.9384 0     1.3103 -1.25621 0     1     0     7.61807 -143.403 0     
189.971 16.8134 0     -0.649003 -0.450473 0     1     0     67.7544 109.402 0     
189.471 17.7443 0     0.513209 -0.413395 0     1     0     -45.5701 -53.641 0     
189.993 18.6415 0     -0.190576 -0.440543 0     1     0     -8.4534 125.346 0     
188.954 18.6541 0     -0.320156 0.422085 0     1     0     -17.8705 82.008 0     
188.948 20.5201 0     -0.904939 -0.565094 0     1     0     34.312 -41.3182 0     
189.499 21.4333 0     -0.415334 0.0144448 0     1     0     -29.5226 44.0994 0     
190.024 22.369 0     0.184255 0.227466 0     1     0     55.0929 -32.1734 0     
190.089 24.2216 0     1.52964 1.07282 0     1     0     11.1796 17.6521 0     
188.462 23.2954 0     0.872152 -0.603031 0     1     0     71.9502 4.36303 0     
189.031 24.2305 0     -0.542702 -0.112484 0     1     0     -20.1487 9.86597 0     
189.58 25.1591 0     -1.06857 -0.578195 0     1     0     -28.9259 43.8804 0     
189.079 26.1468 0     0.428884 -0.304807 0     1     0     -71.4635 -49.663 0     
188.587 27.1072 0     0.486515 -0.720314 0     1     0     -69.6944 -29.5177 0     
189.149 28.0523 0     -0.84549 -0.573359 0     1     0     -0.000730061 -22.0827 0     
188.071 28.0551 0     -0.111146 0.0846468 0     1     0     -46.6392 -29.8137 0     
188.626 29.0051 0     -0.203095 -0.907767 0     1     0     -3.3637 2.87173 0     
189.204 29.9524 0     -0.23424 -0.219726 0     1     0     11.8625 55.7674 0     
189.304 31.9004 0     0.269069 -0.489874 0     1     0     -69.8389 32.8528 0     
188.181 31.9278 0     1.1427 0.311127 0     1     0     51.7217 -7.38835 0     
188.761 32.897 0     -0.381769 -1.33616 0     1     0     62.7564 -6.48715 0     
187.692 32.9182 0     -1.01838 -0.477921 0     1     0     -52.0136 6.05646 0     
188.244 33.8995 0     -0.0123826 -0.212676 0     1     0     44.1899 -31.475 0     
187.703 34.8527 0     0.5962 0.606298 0     1     0     -41.5127 84.8528 0     
187.102 35.8791 0     0.648687 1.26213 0     1     0     26.9454 -1.74945 0     
187.048 37.9406 0     2.03001 0.138942 0     1     0     -9.7352 -38.4478 0     
187.643 38.8915 0     1.49934 0.0393274 0     1     0     25.6858 57.5416 0     
188.216 39.9648 0     -0.419778 1.55909 0     1     0     39.4812 -17.3269 0     
187.075 40.018 0     0.238927 0.801397 0     1     0     44.171 -34.53 0     
189.966 0.975945 0     0.615505 0.472355 0     1     0     -0.411323 -8.05188 0     
189.425 1.83038 0     0.630887 -0.396622 0     1     0     3.18943 55.3858 0     
189.94 2.70615 0     -0.24403 0.175707 0     1     0     44.3723 -6.71916 0     
188.897 2.70608 0     -0.218787 -0.724323 0     1     0     -24.6991 -71.6103 0     
188.362 3.57102 0     0.513674 -0.299165 0     1     0     16.409 -4.4792 0     
188.883 4.43917 0     -0.159384 -0.490296 0     1     0     45.2693 5.67531 0     
189.413 5.29323 0     -0.40952 -0.194671 0     1     0     80.6238 44.3199 0     
189.963 6.15959 0     1.00814 0.611005 0     1     0     -103.284 67.0704 0     
189.434 7.05472 0     -1.25834 0.806382 0     1     0     17.8166 -83.6337 0     
188.393 7.06557 0     0.145646 0.189216 0     1     0     -66.3513 -59.8832 0     
188.912 7.93494 0     0.0150765 -0.173343 0     1     0     -5.94589 -9.8228 0     
188.378 8.81662 0     -0.338742 0.870691 0     1     0     113.873 -1.5414 0     
188.909 9.7024 0     -0.746972 -0.671418 0     1     0     -59.0832 -97.4989 0     
188.37 10.5859 0     -0.123962 1.94206 0     1     0     -1.79053 68.4573 0     
188.886 11.4716 0     0.633935 0.284062 0     1     0     -20.4844 -38.6505 0     
189.411 12.3558 0     0.553532 -0.122413 0     1     0     3.75747 -27.2133 0     
188.889 13.2413 0     0.782148 0.228103 0     1     0     -19.9627 32.7379 0     
190.466 12.3406 0     0.523549 -0.231316 0     1     0     22.0987 -60.6764 0     
189.951 13.2277 0     -0.429225 -0.535 0     1     0     -34.3637 76.6189 0     
190.478 14.1236 0     0.424478 1.13065 0     1     0     -29.452 -72.7003 0     
190.996 15.0044 0     -1.13134 -0.396144 0     1     0     119.966 37.6037 0     
190.488 15.9161 0     0.784151 -1.33733 0     1     0     29.0257 -19.0247 0     
191.015 16.8202 0     -0.475772 -0.300731 0     1     0     61.6194 -19.4526 0     
190.503 17.7377 0     0.0928126 -0.470826 0     1     0     49.1523 -62.2346 0     
191.03 18.6528 0     -0.946792 -0.387825 0     1     0     -29.3005 -43.4164 0     
189.471 19.5837 0     0.465618 0.136544 0     1     0     76.2036 14.1447 0     
190.003 20.5305 0     0.139724 0.285793 0     1     0     10.2371 -144.266 0     
190.548 21.4386 0     -0.266628 -0.333431 0     1     0     39.3785 3.73196 0     
191.084 22.36 0     0.0732336 -0.361055 0     1     0     44.9885 -48.0569 0     
190.582 23.2934 0     -1.27238 -1.04172 0     1     0     48.5123 -26.117 0     
191.159 24.2087 0     0.370942 -0.0445506 0     1     0     -60.7677 -13.5738 0     
190.64 25.154 0     0.401024 0.319782 0     1     0     -11.6636 15.8235 0     
191.193 26.119 0     0.953161 0.926938 0     1     0     -52.9355 -12.3657 0     
190.124 26.0987 0     -0.053872 0.278946 0     1     0     69.6774 55.9368 0     
189.653 27.0816 0     -0.385711 -0.277748 0     1     0     41.8178 14.8081 0     
190.224 28.0538 0     -0.539095 0.481758 0     1     0     -17.3631 -43.6371 0     
189.7 29.0023 0     -0.171922 -0.874768 0     1     0     38.5688 13.645 0     
190.778 29.0027 0     -0.423495 0.45718 0     1     0     27.8236 27.5389 0     
190.308 29.9898 0     -0.768163 -0.515971 0     1     0     -74.0642 -46.694 0     
189.786 30.9226 0     -0.455849 -0.30271 0     1     0     39.8232 21.222 0     
190.381 31.9127 0     -1.18553 -0.520697 0     1     0     35.1301 -7.68753 0     
189.865 32.8682 0     -0.291284 -0.104824 0     1     0     -14.9361 73.9099 0     
189.336 33.8943 0     -1.75985 -0.991188 0     1     0     37.0242 -39.3225 0     
188.813 34.8859 0     1.12022 -0.525071 0     1     0     20.5389 -10.9664 0     
188.255 35.8506 0     0.417587 0.410839 0     1     0     -30.9183 40.2108 0     
187.65 36.8692 0     0.919048 -1.02121 0     1     0     -28.0579 16.4938 0     
188.222 37.9014 0     0.338416 1.78866 0     1     0     6.67056 7.8962 0     
188.881 38.8831 0     -0.297467 -0.48524 0     1     0     -50.1218 0.357561 0     
187.976 41.1344 0     0.140967 0.584112 0     1     0     9.70892 7.41498 0     
188.933 42.1394 0     1.7178 -0.617966 0     1     0     -1.3661 -11.038 0     
191.017 0.973867 0     -0.976387 0.342193 0     1     0     -47.9657 27.6915 0     
190.485 1.84648 0     -0.154854 -0.225896 0     1     0     -18.4836 -71.1609 0     
191.009 2.69875 0     0.921763 -0.0912463 0     1     0     -13.8676 -2.71227 0     
190.482 3.56463 0     -1.28083 -0.333516 0     1     0     -71.812 -57.5224 0     
191.003 4.42748 0     -0.142074 -0.243779 0     1     0     -10.2698 -25.8665 0     
189.407 3.57371 0     0.82231 -0.459783 0     1     0     93.1127 6.32512 0     
189.958 4.42712 0     0.0497514 -0.96607 0     1     0     -60.1603 58.8815 0     
190.491 5.30416 0     0.356468 0.268159 0     1     0     -136.495 -143.427 0     
190.478 7.03944 0     0.281294 0.406352 0     1     0     -6.04708 4.93323 0     
189.955 7.92638 0     0.334569 -0.0770504 0     1     0     4.89688 -25.9896 0     
191.519 7.03385 0     1.40411 0.00612531 0     1     0     51.6068 10.3536 0     
190.999 7.922 0     0.590768 -0.758105 0     1     0     35.823 -8.52262 0     
189.419 8.8064 0     -0.292494 -0.603388 0     1     0     24.8335 42.9606 0     
189.941 9.68892 0     -0.151731 -0.408086 0     1     0     32.5565 -61.2932 0     
189.419 10.5665 0     0.0899284 -0.0937885 0     1     0     -62.358 142.713 0     
189.925 11.4609 0     0.746737 0.170413 0     1     0     69.7577 9.87471 0     
190.994 11.4443 0     0.192885 1.38831 0     1     0     -85.671 20.8091 0     
191.52 12.3277 0     0.205185 0.869709 0     1     0     -14.5378 2.23875 0     
191 13.2219 0     -0.245342 -0.181009 0     1     0     43.1476 19.5009 0     
191.537 14.1078 0     -0.285947 -1.03977 0     1     0     24.3557 -14.8723 0     
192.07 14.9973 0     -0.287397 0.251906 0     1     0     -21.3697 -35.0477 0     
191.547 15.8932 0     0.025682 1.25795 0     1     0     -12.6546 70.9959 0     
192.071 16.8097 0     -0.0537975 0.923753 0     1     0     -86.5636 -76.8277 0     
191.549 17.7338 0     -0.0618525 -0.474416 0     1     0     -59.4559 -111.033 0     
192.064 18.6162 0     -0.867946 0.156614 0     1     0     51.8103 60.7247 0     
190.52 19.5742 0     0.341965 -0.678444 0     1     0     -85.3657 27.4112 0     
191.048 20.4942 0     -0.19769 -0.0806196 0     1     0     63.2364 4.98511 0     
191.608 21.4075 0     -0.391969 0.346473 0     1     0     -24.6719 -19.3215 0     
192.158 22.3242 0     0.4706 0.0531445 0     1     0     -25.0605 13.5386 0     
191.658 23.2602 0     0.302407 0.3151 0     1     0     -24.4922 20.3955 0     
192.204 24.1934 0     -0.47161 -0.73285 0     1     0     -4.19748 3.52552 0     
191.686 25.1458 0     0.102983 2.04966 0     1     0     16.9335 12.1377 0     
192.232 26.0806 0     0.261974 1.06992 0     1     0     59.5526 62.077 0     
191.77 27.0888 0     -0.393103 -0.898526 0     1     0     67.7509 -58.7968 0     
190.734 27.0899 0     0.253651 -1.04714 0     1     0     -122.996 -24.5122 0     
192.363 28.0411 0     -0.0802278 0.1054 0     1     0     1.05948 -38.51 0     
191.294 28.0486 0     0.198989 0.63979 0     1     0     -4.31904 15.0603 0     
191.868 29.003 0     -1.38184 -0.241729 0     1     0     -45.3202 3.10218 0     
191.359 29.9785 0     0.0168589 0.435696 0     1     0     38.9088 -38.9681 0     
191.973 30.8988 0     0.424996 0.338441 0     1     0     -27.1628 96.5796 0     
190.896 30.9718 0     -0.370216 -0.554315 0     1     0     -30.4831 -43.9837 0     
190.969 32.8784 0     -0.500696 0.152617 0     1     0     -26.2208 28.149 0     
190.458 33.8794 0     -0.267256 -1.24206 0     1     0     -20.3273 -35.5976 0     
189.934 34.8656 0     0.505291 0.328311 0     1     0     0.203192 32.588 0     
189.384 35.8789 0     1.07998 0.00216269 0     1     0     27.573 17.4007 0     
188.753 36.9118 0     0.871917 1.13455 0     1     0     85.5566 -57.0993 0     
189.443 37.8287 0     0.249555 0.227604 0     1     0     -11.1674 25.126 0     
190.008 38.9428 0     -0.105646 -1.96355 0     1     0     47.0349 -40.7704 0     
189.43 39.9456 0     0.279602 -0.874235 0     1     0     -29.5295 25.1843 0     
189.735 41.1294 0     1.61395 0.0207151 0     1     0     2.68122 -3.57454 0     
192.06 0.972004 0     -0.0720975 0.259246 0     1     0     37.0391 -8.6611 0     
191.55 1.83336 0     0.994266 -0.0215067 0     1     0     -114.944 32.1615 0     
192.053 2.70359 0     0.467268 0.344288 0     1     0     54.1677 30.483 0     
191.53 3.56434 0     1.79168 0.355792 0     1     0     30.6331 3.95421 0     
192.056 4.42652 0     -0.301195 0.800576 0     1     0     63.6581 -34.3811 0     
191.525 5.28187 0     -0.912375 0.903953 0     1     0     73.0518 53.8057 0     
192.051 6.14391 0     0.611566 -0.994406 0     1     0     9.92359 46.9148 0     
192.567 7.01316 0     -0.336624 -0.737052 0     1     0     7.61621 42.8276 0     
191.008 6.15634 0     -0.430445 -1.11414 0     1     0     19.4416 94.5625 0     
193.101 7.88714 0     0.427632 0.0622764 0     1     0     39.4062 69.2653 0     
192.064 7.90365 0     0.962292 0.109815 0     1     0     -106.516 0.429804 0     
190.461 8.80258 0     0.298549 -0.463764 0     1     0     47.8725 -45.2321 0     
190.983 9.66326 0     0.289346 0.52486 0     1     0     109.126 170.26 0     
190.445 10.5712 0     -0.136709 -0.0761119 0     1     0     167.59 -19.4263 0     
192.069 9.66366 0     1.03534 0.186784 0     1     0     -124.792 -16.4832 0     
191.517 10.5612 0     -0.379479 -0.161042 0     1     0     -54.2511 -192.749 0     
192.035 11.4245 0     -0.438621 -0.166848 0     1     0     94.0101 51.4543 0     
192.562 12.3144 0     -0.0982934 1.33282 0     1     0     69.4198 -54.1294 0     
192.071 13.2061 0     -0.522632 -0.0641763 0     1     0     -74.7651 65.2311 0     
192.606 14.0918 0     0.348506 -0.35137 0     1     0     -56.1713 -6.26376 0     
193.122 14.9836 0     0.707545 -0.354213 0     1     0     32.3195 -11.9587 0     
192.61 15.8872 0     0.634033 0.576202 0     1     0     -92.4924 12.1827 0     
193.105 16.7871 0     -0.00732049 -1.04233 0     1     0     82.5004 41.4788 0     
192.59 17.7017 0     -0.325011 1.07234 0     1     0     24.16 47.8255 0     
193.109 18.6203 0     0.413381 -0.107684 0     1     0     26.6282 -25.9616 0     
191.554 19.551 0     0.127642 -0.589697 0     1     0     15.4867 36.789 0     
192.589 19.5206 0     0.321483 -0.155403 0     1     0     76.4843 15.9665 0     
192.119 20.4445 0     0.625591 -0.858162 0     1     0     -146.684 123.095 0     
192.658 21.3864 0     -0.0449908 0.0942553 0     1     0     -48.5417 -15.3497 0     
193.21 22.3148 0     -0.316439 -0.0141039 0     1     0     -29.6435 -4.55857 0     
192.717 23.2607 0     0.0448169 -0.831466 0     1     0     -25.259 -50.8838 0     
193.256 24.1803 0     1.14108 -0.0191627 0     1     0     -4.45321 20.3943 0     
192.739 25.1244 0     0.269058 -0.36525 0     1     0     19.2321 -0.578675 0     
193.293 26.0471 0     -0.0617798 -0.418273 0     1     0     41.0997 51.4637 0     
192.823 27.0436 0     0.0409068 0.0352839 0     1     0     -6.94521 -18.9667 0     
193.428 27.9904 0     -0.620842 -0.0422322 0     1     0     -22.5863 -31.6653 0     
192.942 28.9853 0     -0.78932 0.297206 0     1     0     -1.67494 -37.8354 0     
193.544 29.8988 0     0.924316 -0.306972 0     1     0     -35.3395 24.1766 0     
192.437 29.9497 0     0.212172 0.157072 0     1     0     70.9383 -48.9891 0     
193.05 30.8898 0     0.0820621 0.141015 0     1     0     69.3018 -35.0314 0     
191.502 31.9162 0     -1.72691 0.302579 0     1     0     -21.1416 -39.8476 0     
192.054 32.8768 0     0.0838137 2.49668 0     1     0     76.9984 -13.1948 0     
191.564 33.8786 0     -0.772737 -0.17644 0     1     0     7.0091 -58.1974 0     
191.059 34.8487 0     -0.0570559 -0.157251 0     1     0     -17.0474 26.6174 0     
190.581 35.853 0     0.427463 -0.0640143 0     1     0     -51.8583 3.22833 0     
